!	PONCT
disputassiez	VS
disputassions	VS
dispute	V
dispute	VIMP
dispute	VS
disputent	V
disputent	VS
disputer	VINF
disputera	V
disputerai	V
disputeraient	V
disputerais	V
disputerait	V
disputeras	V
disputerez	V
disputeriez	V
disputerions	V
disputerons	V
disputeront	V
disputes	V
disputes	VS
disputez	V
disputez	VIMP
disputiez	V
disputiez	VS
disputions	V
disputions	VS
disputons	V
disputons	VIMP
disputâmes	V
disputât	VS
disputâtes	V
disputèrent	V
disputé	ADJ
disputé	VPP
disputée	ADJ
disputée	VPP
disputées	ADJ
disputées	VPP
disputés	ADJ
disputés	VPP
disque	NC
disques	NC
disse	VS
dissent	VS
disses	VS
dissiez	VS
dissions	VS
distance	NC
distances	NC
distinction	NC
distinctions	NC
distingua	V
distinguai	V
distinguaient	V
distinguais	V
distinguait	V
distinguant	VPR
distinguas	V
distinguasse	VS
distinguassent	VS
distinguasses	VS
distinguassiez	VS
distinguassions	VS
distingue	V
distingue	VIMP
distingue	VS
distinguent	V
distinguent	VS
distinguer	VINF
distinguera	V
distinguerai	V
distingueraient	V
distinguerais	V
distinguerait	V
distingueras	V
distinguerez	V
distingueriez	V
distinguerions	V
distinguerons	V
distingueront	V
distingues	V
distingues	VS
distinguez	V
distinguez	VIMP
distinguiez	V
distinguiez	VS
distinguions	V
distinguions	VS
distinguons	V
distinguons	VIMP
distinguâmes	V
distinguât	VS
distinguâtes	V
distinguèrent	V
distingué	VPP
distinguée	VPP
distinguées	VPP
distingués	VPP
distribua	V
distribuai	V
distribuaient	V
distribuais	V
distribuait	V
distribuant	VPR
distribuas	V
distribuasse	VS
distribuassent	VS
distribuasses	VS
distribuassiez	VS
distribuassions	VS
distribue	V
distribue	VIMP
distribue	VS
distribuent	V
distribuent	VS
distribuer	VINF
distribuera	V
distribuerai	V
distribueraient	V
distribuerais	V
distribuerait	V
distribueras	V
distribuerez	V
distribueriez	V
distribuerions	V
distribuerons	V
distribueront	V
distribues	V
distribues	VS
distribuez	V
distribuez	VIMP
distribuiez	V
distribuiez	VS
distribuions	V
distribuions	VS
distribuons	V
distribuons	VIMP
distribution	NC
distributions	NC
distribuâmes	V
distribuât	VS
distribuâtes	V
distribuèrent	V
distribué	VPP
distribuée	VPP
distribuées	VPP
distribués	VPP
district	NC
districts	NC
dit	V
dit	VPP
dite	VPP
dites	V
dites	VPP
dits	VPP
divers	ADJ
diverse	ADJ
diverses	ADJ
diversité	NC
diversités	NC
division	NC
divisions	NC
dix	ADJ
dixième	ADJ
dixièmes	ADJ
dizaine	NC
dizaines	NC
docteur	NC
docteurs	NC
doctoresse	NC
doctoresses	NC
document	NC
documentaire	NC
documentaires	NC
documentation	NC
documentations	NC
documents	NC
doigt	NC
doigts	NC
dois	V
dois	VIMP
doit	V
doive	VS
doivent	V
doivent	VS
doives	VS
dojo	NC
dojos	NC
dollar	NC
dollars	NC
domaine	NC
domaines	NC
domicile	NC
domiciles	NC
domicilia	V
domiciliai	V
domiciliaient	V
domiciliais	V
domiciliait	V
domiciliant	VPR
domicilias	V
domiciliasse	VS
domiciliassent	VS
domiciliasses	VS
domiciliassiez	VS
domiciliassions	VS
domicilie	V
domicilie	VIMP
domicilie	VS
domicilient	V
domicilient	VS
domicilier	VINF
domiciliera	V
domicilierai	V
domicilieraient	V
domicilierais	V
domicilierait	V
domicilieras	V
domicilierez	V
domicilieriez	V
domicilierions	V
domicilierons	V
domicilieront	V
domicilies	V
domicilies	VS
domiciliez	V
domiciliez	VIMP
domiciliiez	V
domiciliiez	VS
domiciliions	V
domiciliions	VS
domicilions	V
domicilions	VIMP
domiciliâmes	V
domiciliât	VS
domiciliâtes	V
domicilièrent	V
domicilié	ADJ
domicilié	VPP
domiciliée	ADJ
domiciliée	VPP
domiciliées	ADJ
domiciliées	VPP
domiciliés	ADJ
domiciliés	VPP
domina	V
dominai	V
dominaient	V
dominais	V
dominait	V
dominant	VPR
dominas	V
dominasse	VS
dominassent	VS
dominasses	VS
dominassiez	VS
dominassions	VS
domine	V
domine	VIMP
domine	VS
dominent	V
dominent	VS
dominer	VINF
dominera	V
dominerai	V
domineraient	V
dominerais	V
dominerait	V
domineras	V
dominerez	V
domineriez	V
dominerions	V
dominerons	V
domineront	V
domines	V
domines	VS
dominez	V
dominez	VIMP
dominical	ADJ
dominicale	ADJ
dominicales	ADJ
dominicaux	ADJ
dominiez	V
dominiez	VS
dominions	V
dominions	VS
dominons	V
dominons	VIMP
dominâmes	V
dominât	VS
dominâtes	V
dominèrent	V
dominé	VPP
dominée	VPP
dominées	VPP
dominés	VPP
dommage	NC
dommages	NC
don	NC
donc	ADV
donna	V
donnai	V
donnaient	V
donnais	V
donnait	V
donnant	VPR
donnas	V
donnasse	VS
donnassent	VS
donnasses	VS
donnassiez	VS
donnassions	VS
donne	V
donne	VIMP
donne	VS
donnent	V
donnent	VS
donner	VINF
donnera	V
donnerai	V
donneraient	V
donnerais	V
donnerait	V
donneras	V
donnerez	V
donneriez	V
donnerions	V
donnerons	V
donneront	V
donnes	V
donnes	VS
donneur	NC
donneurs	NC
donneuse	NC
donneuses	NC
donnez	V
donnez	VIMP
donniez	V
donniez	VS
donnions	V
donnions	VS
donnons	V
donnons	VIMP
donnâmes	V
donnât	VS
donnâtes	V
donnèrent	V
donné	VPP
donnée	NC
donnée	VPP
données	NC
données	VPP
donnés	VPP
dons	NC
dont	PROREL
dopage	NC
dopages	NC
dos	NC
dossier	NC
dossiers	NC
dota	V
dotai	V
dotaient	V
dotais	V
dotait	V
dotant	VPR
dotas	V
dotasse	VS
dotassent	VS
dotasses	VS
dotassiez	VS
dotassions	VS
dotation	NC
dotations	NC
dote	V
dote	VIMP
dote	VS
dotent	V
dotent	VS
doter	VINF
dotera	V
doterai	V
doteraient	V
doterais	V
doterait	V
doteras	V
doterez	V
doteriez	V
doterions	V
doterons	V
doteront	V
dotes	V
dotes	VS
dotez	V
dotez	VIMP
dotiez	V
dotiez	VS
dotions	V
dotions	VS
dotons	V
dotons	VIMP
dotâmes	V
dotât	VS
dotâtes	V
dotèrent	V
doté	VPP
dotée	VPP
dotées	VPP
dotés	VPP
doubla	V
doublai	V
doublaient	V
doublais	V
doublait	V
doublant	VPR
doublas	V
doublasse	VS
doublassent	VS
doublasses	VS
doublassiez	VS
doublassions	VS
double	ADJ
double	NC
double	V
double	VIMP
double	VS
doublent	V
doublent	VS
doubler	VINF
doublera	V
doublerai	V
doubleraient	V
doublerais	V
doublerait	V
doubleras	V
doublerez	V
doubleriez	V
doublerions	V
doublerons	V
doubleront	V
doubles	ADJ
doubles	NC
doubles	V
doubles	VS
doublette	NC
doublettes	NC
doublez	V
doublez	VIMP
doubliez	V
doubliez	VS
doublions	V
doublions	VS
doublons	V
doublons	VIMP
doublâmes	V
doublât	VS
doublâtes	V
doublèrent	V
doublé	VPP
doublée	VPP
doublées	VPP
doublés	VPP
douce	ADJ
douces	ADJ
douceur	NC
douceurs	NC
douleur	NC
douleurs	NC
douta	V
doutai	V
doutaient	V
doutais	V
doutait	V
doutant	VPR
doutas	V
doutasse	VS
doutassent	VS
doutasses	VS
doutassiez	VS
doutassions	VS
doute	NC
doute	V
doute	VIMP
doute	VS
doutent	V
doutent	VS
douter	VINF
doutera	V
douterai	V
douteraient	V
douterais	V
douterait	V
douteras	V
douterez	V
douteriez	V
douterions	V
douterons	V
douteront	V
doutes	NC
doutes	V
doutes	VS
doutez	V
doutez	VIMP
doutiez	V
doutiez	VS
doutions	V
doutions	VS
doutons	V
doutons	VIMP
doutâmes	V
doutât	VS
doutâtes	V
doutèrent	V
douté	VPP
doutée	VPP
doutées	VPP
doutés	VPP
doux	ADJ
douzaine	NC
douzaines	NC
doyen	NC
doyenne	NC
doyennes	NC
doyens	NC
dramatique	ADJ
dramatiques	ADJ
drame	NC
drames	NC
drapeau	NC
drapeaux	NC
dressa	V
dressage	NC
dressages	NC
dressai	V
dressaient	V
dressais	V
dressait	V
dressant	VPR
dressas	V
dressasse	VS
dressassent	VS
dressasses	VS
dressassiez	VS
dressassions	VS
dresse	V
dresse	VIMP
dresse	VS
dressent	V
dressent	VS
dresser	VINF
dressera	V
dresserai	V
dresseraient	V
dresserais	V
dresserait	V
dresseras	V
dresserez	V
dresseriez	V
dresserions	V
dresserons	V
dresseront	V
dresses	V
dresses	VS
dressez	V
dressez	VIMP
dressiez	V
dressiez	VS
dressions	V
dressions	VS
dressons	V
dressons	VIMP
dressâmes	V
dressât	VS
dressâtes	V
dressèrent	V
dressé	VPP
dressée	VPP
dressées	VPP
dressés	VPP
drogue	NC
drogues	NC
droit	NC
droite	NC
droites	NC
droits	NC
droits	NC
drôle	NC
drôles	NC
drôlesse	NC
drôlesses	NC
du	DET
duc	NC
duchesse	NC
duchesses	NC
ducs	NC
due	VPP
duel	NC
duels	NC
dues	VPP
duo	NC
duos	NC
dur	ADJ
dura	V
durai	V
duraient	V
durais	V
durait	V
durant	P
durant	VPR
duras	V
durasse	VS
durassent	VS
durasses	VS
durassiez	VS
durassions	VS
dure	ADJ
dure	V
dure	VIMP
dure	VS
durent	V
durent	V
durent	VS
durer	VINF
durera	V
durerai	V
dureraient	V
durerais	V
durerait	V
dureras	V
durerez	V
dureriez	V
durerions	V
durerons	V
dureront	V
dures	ADJ
dures	V
dures	VS
durez	V
durez	VIMP
duriez	V
duriez	VS
durions	V
durions	VS
durons	V
durons	VIMP
durs	ADJ
durâmes	V
durât	VS
durâtes	V
durèrent	V
duré	VPP
durée	NC
durée	VPP
durées	NC
durées	VPP
durés	VPP
dus	V
dusse	VS
dussent	VS
dusses	VS
dussiez	VS
dussions	VS
dut	V
dynamique	ADJ
dynamique	NC
dynamiques	ADJ
dynamiques	NC
dynamisme	NC
dynamismes	NC
dès	P
déballage	NC
déballages	NC
débat	NC
débats	NC
débit	NC
débits	NC
début	NC
débuta	V
débutai	V
débutaient	V
débutais	V
débutait	V
débutant	ADJ
débutant	NC
débutant	VPR
débutante	ADJ
débutante	NC
débutantes	ADJ
débutantes	NC
débutants	ADJ
débutants	NC
débutas	V
débutasse	VS
débutassent	VS
débutasses	VS
débutassiez	VS
débutassions	VS
débute	V
débute	VIMP
débute	VS
débutent	V
débutent	VS
débuter	VINF
débutera	V
débuterai	V
débuteraient	V
débuterais	V
débuterait	V
débuteras	V
débuterez	V
débuteriez	V
débuterions	V
débuterons	V
débuteront	V
débutes	V
débutes	VS
débutez	V
débutez	VIMP
débutiez	V
débutiez	VS
débutions	V
débutions	VS
débutons	V
débutons	VIMP
débuts	NC
débuts	NC
débutâmes	V
débutât	VS
débutâtes	V
débutèrent	V
débuté	VPP
débutée	VPP
débutées	VPP
débutés	VPP
décembre	NC
décembres	NC
décennie	NC
décennies	NC
déception	NC
déceptions	NC
décerna	V
décernai	V
décernaient	V
décernais	V
décernait	V
décernant	VPR
décernas	V
décernasse	VS
décernassent	VS
décernasses	VS
décernassiez	VS
décernassions	VS
décerne	V
décerne	VIMP
décerne	VS
décernent	V
décernent	VS
décerner	VINF
décernera	V
décernerai	V
décerneraient	V
décernerais	V
décernerait	V
décerneras	V
décernerez	V
décerneriez	V
décernerions	V
décernerons	V
décerneront	V
décernes	V
décernes	VS
décernez	V
décernez	VIMP
décerniez	V
décerniez	VS
décernions	V
décernions	VS
décernons	V
décernons	VIMP
décernâmes	V
décernât	VS
décernâtes	V
décernèrent	V
décerné	VPP
décernée	VPP
décernées	VPP
décernés	VPP
décevaient	V
décevais	V
décevait	V
décevant	VPR
décevez	V
décevez	VIMP
déceviez	V
déceviez	VS
décevions	V
décevions	VS
décevoir	VINF
décevons	V
décevons	VIMP
décevra	V
décevrai	V
décevraient	V
décevrais	V
décevrait	V
décevras	V
décevrez	V
décevriez	V
décevrions	V
décevrons	V
décevront	V
décharge	NC
décharges	NC
déchet	NC
déchets	NC
décida	V
décidai	V
décidaient	V
décidais	V
décidait	V
décidant	VPR
décidas	V
décidasse	VS
décidassent	VS
décidasses	VS
décidassiez	VS
décidassions	VS
décide	V
décide	VIMP
décide	VS
décident	V
décident	VS
décider	VINF
décidera	V
déciderai	V
décideraient	V
déciderais	V
déciderait	V
décideras	V
déciderez	V
décideriez	V
déciderions	V
déciderons	V
décideront	V
décides	V
décides	VS
décidez	V
décidez	VIMP
décidiez	V
décidiez	VS
décidions	V
décidions	VS
décidons	V
décidons	VIMP
décidâmes	V
décidât	VS
décidâtes	V
décidèrent	V
décidé	VPP
décidée	VPP
décidées	VPP
décidément	ADV
décidés	VPP
décisif	ADJ
décisifs	ADJ
décision	NC
décisions	NC
décisive	ADJ
décisives	ADJ
déclara	V
déclarai	V
déclaraient	V
déclarais	V
déclarait	V
déclarant	VPR
déclaras	V
déclarasse	VS
déclarassent	VS
déclarasses	VS
déclarassiez	VS
déclarassions	VS
déclaration	NC
déclarations	NC
déclare	V
déclare	VIMP
déclare	VS
déclarent	V
déclarent	VS
déclarer	VINF
déclarera	V
déclarerai	V
déclareraient	V
déclarerais	V
déclarerait	V
déclareras	V
déclarerez	V
déclareriez	V
déclarerions	V
déclarerons	V
déclareront	V
déclares	V
déclares	VS
déclarez	V
déclarez	VIMP
déclariez	V
déclariez	VS
déclarions	V
déclarions	VS
déclarons	V
déclarons	VIMP
déclarâmes	V
déclarât	VS
déclarâtes	V
déclarèrent	V
déclaré	VPP
déclarée	VPP
déclarées	VPP
déclarés	VPP
décor	NC
décora	V
décorai	V
décoraient	V
décorais	V
décorait	V
décorant	VPR
décoras	V
décorasse	VS
décorassent	VS
décorasses	VS
décorassiez	VS
décorassions	VS
décoration	NC
décorations	NC
décore	V
décore	VIMP
décore	VS
décorent	V
décorent	VS
décorer	VINF
décorera	V
décorerai	V
décoreraient	V
décorerais	V
décorerait	V
décoreras	V
décorerez	V
décoreriez	V
décorerions	V
décorerons	V
décoreront	V
décores	V
décores	VS
décorez	V
décorez	VIMP
décoriez	V
décoriez	VS
décorions	V
décorions	VS
décorons	V
décorons	VIMP
décors	NC
décorâmes	V
décorât	VS
décorâtes	V
décorèrent	V
décoré	ADJ
décoré	VPP
décorée	ADJ
décorée	VPP
décorées	ADJ
décorées	VPP
décorés	ADJ
décorés	VPP
découvert	VPP
découverte	NC
découverte	VPP
découvertes	NC
découvertes	VPP
découverts	VPP
découvraient	V
découvrais	V
découvrait	V
découvrant	VPR
découvre	V
découvre	VIMP
découvre	VS
découvrent	V
découvrent	VS
découvres	V
découvres	VS
découvrez	V
découvrez	VIMP
découvriez	V
découvriez	VS
découvrions	V
découvrions	VS
découvrir	VINF
découvrira	V
découvrirai	V
découvriraient	V
découvrirais	V
découvrirait	V
découvriras	V
découvrirent	V
découvrirez	V
découvririez	V
découvririons	V
découvrirons	V
découvriront	V
découvris	V
découvrisse	VS
découvrissent	VS
découvrisses	VS
découvrissiez	VS
découvrissions	VS
découvrit	V
découvrons	V
découvrons	VIMP
découvrîmes	V
découvrît	VS
découvrîtes	V
décrocha	V
décrochai	V
décrochaient	V
décrochais	V
décrochait	V
décrochant	VPR
décrochas	V
décrochasse	VS
décrochassent	VS
décrochasses	VS
décrochassiez	VS
décrochassions	VS
décroche	V
décroche	VIMP
décroche	VS
décrochent	V
décrochent	VS
décrocher	VINF
décrochera	V
décrocherai	V
décrocheraient	V
décrocherais	V
décrocherait	V
décrocheras	V
décrocherez	V
décrocheriez	V
décrocherions	V
décrocherons	V
décrocheront	V
décroches	V
décroches	VS
décrochez	V
décrochez	VIMP
décrochiez	V
décrochiez	VS
décrochions	V
décrochions	VS
décrochons	V
décrochons	VIMP
décrochâmes	V
décrochât	VS
décrochâtes	V
décrochèrent	V
décroché	VPP
décrochée	VPP
décrochées	VPP
décrochés	VPP
décède	V
décède	VIMP
décède	VS
décèdent	V
décèdent	VS
décèdes	V
décèdes	VS
décès	NC
décéda	V
décédai	V
décédaient	V
décédais	V
décédait	V
décédant	VPR
décédas	V
décédasse	VS
décédassent	VS
décédasses	VS
décédassiez	VS
décédassions	VS
décéder	VINF
décédera	V
décéderai	V
décéderaient	V
décéderais	V
décéderait	V
décéderas	V
décéderez	V
décéderiez	V
décéderions	V
décéderons	V
décéderont	V
décédez	V
décédez	VIMP
décédiez	V
décédiez	VS
décédions	V
décédions	VS
décédons	V
décédons	VIMP
décédâmes	V
décédât	VS
décédâtes	V
décédèrent	V
décédé	NC
décédé	VPP
décédée	NC
décédée	VPP
décédées	NC
décédées	VPP
décédés	NC
décédés	VPP
dédia	V
dédiai	V
dédiaient	V
dédiais	V
dédiait	V
dédiant	VPR
dédias	V
dédiasse	VS
dédiassent	VS
dédiasses	VS
dédiassiez	VS
dédiassions	VS
dédie	V
dédie	VIMP
dédie	VS
dédient	V
dédient	VS
dédier	VINF
dédiera	V
dédierai	V
dédieraient	V
dédierais	V
dédierait	V
dédieras	V
dédierez	V
dédieriez	V
dédierions	V
dédierons	V
dédieront	V
dédies	V
dédies	VS
dédiez	V
dédiez	VIMP
dédiiez	V
dédiiez	VS
dédiions	V
dédiions	VS
dédions	V
dédions	VIMP
dédiâmes	V
dédiât	VS
dédiâtes	V
dédièrent	V
dédié	VPP
dédiée	VPP
dédiées	VPP
dédiés	VPP
défaite	NC
défaites	NC
défaut	NC
défauts	NC
défend	V
défendaient	V
défendais	V
défendait	V
défendant	VPR
défende	VS
défendent	V
défendent	VS
défendes	VS
défendez	V
défendez	VIMP
défendiez	V
défendiez	VS
défendions	V
défendions	VS
défendirent	V
défendis	V
défendisse	VS
défendissent	VS
défendisses	VS
défendissiez	VS
défendissions	VS
défendit	V
défendons	V
défendons	VIMP
défendra	V
défendrai	V
défendraient	V
défendrais	V
défendrait	V
défendras	V
défendre	VINF
défendrez	V
défendriez	V
défendrions	V
défendrons	V
défendront	V
défends	V
défends	VIMP
défendu	VPP
défendue	VPP
défendues	VPP
défendus	VPP
défendîmes	V
défendît	VS
défendîtes	V
défense	NC
défenses	NC
défenseur	NC
défenseurs	NC
défi	NC
déficit	NC
déficits	NC
défila	V
défilai	V
défilaient	V
défilais	V
défilait	V
défilant	VPR
défilas	V
défilasse	VS
défilassent	VS
défilasses	VS
défilassiez	VS
défilassions	VS
défile	V
défile	VIMP
défile	VS
défilent	V
défilent	VS
défiler	VINF
défilera	V
défilerai	V
défileraient	V
